wsid,name,country,province,icao,latitude,longitude,elevation,begin_date,end_date
703980-25308,ANNETTE ISLAND AIRPORT,US,AK,PANT,+55.039,-131.579,+0033.2,1941-07-14,1997-12-31
703985-25377,METLAKATLA SEAPLANE BASE,US,AK,PAMM,+55.131,-131.578,+0000.0,2006-01-01,2025-06-05
703985-99999,METLAKATLA SEAPLANE,US,AK,PAMM,+55.133,-131.583,+0000.0,1998-02-26,2005-12-31
704090-45709,ATTU,US,AK,,+52.833,+173.183,+0021.0,1943-06-07,1987-10-20
704140-45715,EARECKSON AIR STATION AIRPORT,US,AK,PASY,+52.717,+174.100,+0037.2,2005-01-01,2025-06-05
704140-99999,EARECKSON AS,US,AK,PASY,+52.717,+174.100,+0031.0,1943-06-21,1997-12-31
704540-25704,ADAK NAS,US,AK,PADK,+51.883,-176.650,+0005.2,1942-10-30,2025-06-05
704540-99999,ADAK (NAS),US,AK,PADK,+51.883,-176.650,+0005.0,2000-01-01,2003-12-31
704545-99999,AMCHITKA ISLAND,US,AK,,+51.383,+179.267,+0069.0,1943-01-31,1993-10-01
704820-25626,NIKOLSKI,US,AK,,+52.950,-168.850,+0021.0,1942-09-10,1994-05-14
704851-99999,UMNAK (FORT GLEN),US,AK,,+53.367,-167.900,+0039.0,1942-02-26,1950-11-23
704890-25616,DUTCH HARBOR AIRPORT,US,AK,PADU,+53.895,-166.543,+0003.1,2008-11-24,2025-06-05
704890-99999,DUTCH HARBOR,US,AK,PADU,+53.900,-166.550,+0004.0,1946-01-01,1997-12-31
704891-99999,NORTH ROCK HARBOR,US,AK,,+53.883,-166.533,+0004.0,1976-08-01,1976-10-18
704895-99999,CAPE SARICHEF ARPT,US,AK,,+54.600,-164.933,+0009.0,1973-01-04,1980-08-02
704896-25625,PORT MOLLER,US,AK,KPML,+56.000,-160.517,+0321.0,1959-06-26,1974-03-06
704897-25515,DRIFTWOOD BAY,US,AK,KDFB,+53.967,-166.850,+0395.9,1973-02-07,1973-12-24
704898-00113,ROBERT (BOB) CURTIS MEMORIAL AIRPORT,US,AK,PFNO,+66.818,-161.022,+0017.1,2011-05-25,2025-06-05
704898-99999,REBERT (BOB) CURTIS MEMORIAL ARPT,US,AK,PFNO,+66.818,-161.022,+0016.8,1973-01-03,1991-01-24
710010-99999,BURWASH,CA,,CYDB,+61.371,-139.041,+0806.8,2005-01-01,2025-06-04
710011-99999,CALLAGHAN VALLEY (SKI JUMP TOP,CA,,CVOW,+50.133,-123.117,+0936.0,2007-02-28,2010-04-13
710020-99999,CHURCHILL FALLS,CA,,CZUM,+53.567,-064.100,+0439.5,2005-01-01,2025-06-04
710021-99999,CALLAGHAN VALLEY(SKI JUMP BOTTOM),CA,,,+50.133,-123.117,+0860.0,2009-01-01,2010-06-23
710030-99999,LA GRANDE 4,CA,,,+53.750,-073.683,+0306.3,2008-01-01,2021-12-12
710031-99999,CALLAGHAN VALLEY(BIATHALON),CA,,CVOY,+50.150,-123.117,+0870.0,2007-03-06,2010-07-08
710040-99999,CYPRESS BOWL FREESTYLE,CA,,CVOZ,+49.400,-123.200,+0969.0,2007-03-01,2010-06-23
710050-99999,ALBERT HALL AGCM,CA,,,+53.100,-111.167,+0658.0,2007-11-24,2024-12-11
710060-99999,ALLIANCE AGCM,CA,,,+52.300,-111.767,+0737.0,2007-11-24,2024-12-11
710070-99999,BARONS AGCM,CA,,,+50.017,-113.217,+0967.0,2007-11-24,2024-12-11
710080-99999,BASSANO AGCM,CA,,,+50.883,-112.450,+0807.0,2007-11-24,2024-12-11
710090-99999,BEISEKER AGCM,CA,,,+51.367,-113.350,+0896.0,2007-11-24,2024-12-11
710100-99999,BELLSHILL AGCM,CA,,CPBL,+52.583,-111.467,+0721.0,2007-10-16,2024-12-11
710110-99999,BIG VALLEY AGCM,CA,,,+51.983,-112.800,+0870.0,2007-11-24,2024-04-24
710120-99999,CADOGAN AGCM,CA,,,+52.333,-110.500,+0690.0,2007-11-24,2024-12-11
710130-99999,CRAIGMYLE AGCM,CA,,,+51.767,-112.250,+0845.0,2007-11-24,2024-12-11
710140-99999,DELBURNE AGCM,CA,,,+52.183,-113.183,+0889.0,2008-04-01,2024-06-04
710150-99999,MILK RIVER RIDGE RESEVOIR,CA,,CPRR,+49.283,-112.533,+1305.0,2009-08-01,2024-08-01
710160-99999,BULLHORN HEADWATERS,CA,,CPBH,+49.150,-113.550,+1326.0,2007-11-24,2024-08-01
710170-99999,STEFANSSON ISLAND  NU,CA,,CXSE,+73.750,-105.283,+0011.0,2004-08-31,2025-06-04
710180-99999,RESOLUTE CS,CA,,CXRB,+74.717,-094.983,+0030.0,2004-08-03,2025-06-04
710190-99999,ST LEONARD CS  NB,CA,,CWIY,+47.150,-067.817,+0245.0,2003-06-17,2017-02-05
710200-99999,YOHIN  NWT,CA,,CXYH,+61.233,-123.733,+0204.0,2003-03-30,2025-06-04
710205-99999,WEKWEETI,CA,,CYWE,+64.183,-114.083,+0368.0,2012-11-15,2025-06-04
710210-99999,DEADMEN VALLEY  NWT,CA,,CXDK,+61.250,-124.467,+0283.0,2004-07-13,2025-06-04
710220-99999,PRINCE RUPERT,CA,,,+54.283,-130.433,+0035.0,2004-08-31,2025-06-04
710230-99999,JIMMY LAKE,CA,,CWHN,+54.920,-109.950,+0637.0,2003-03-30,2022-01-06
710240-99999,FORT VERMILION,CA,,CXFV,+58.383,-116.033,+0289.0,2003-06-17,2025-06-04
710260-99999,MEDICINE HAT RCS,CA,,CXMW,+50.033,-110.717,+0715.0,2003-03-30,2025-06-04
710267-99999,MAPLE PLAINS,CA,,,+46.300,-063.583,+0046.0,2005-02-17,2025-06-04
710268-99999,HOWICK,CA,,,+45.167,-073.867,+0042.0,2004-09-21,2007-06-14
710269-99999,ILE CHARRON  QUE.,CA,,CWVZ,+45.580,-073.500,+0012.0,2005-02-17,2007-10-15
710270-99999,INGONISH BEACH CS,CA,,CXIB,+46.667,-060.400,+0008.0,2003-06-17,2025-06-04
710280-99999,TATLAYOKO LAKE RCS  BC,CA,,CXTL,+51.667,-124.400,+0875.0,2003-06-17,2025-06-04
710290-99999,HOLMAN CS,CA,,CXHI,+70.750,-117.800,+0030.0,2003-06-17,2025-06-04
710300-99999,GRAND MANAN SAR CS,CA,,,+44.700,-066.800,+0078.0,2003-06-17,2025-06-04
710310-99999,DISCOVERY ISLAND,CA,,CWDR,+48.420,-123.230,+0015.0,1992-10-08,2025-06-04
710320-99999,PRINCETON CS  BC,CA,,CWPR,+49.467,-120.500,+0700.0,1992-12-16,2025-06-04
710323-99999,NANAKWA SHOALS,CA,,,+53.817,-128.833,+0000.0,1986-09-16,1988-07-02
710324-99999,WHISTLER,CA,,CWAE,+50.117,-122.950,+0658.0,1999-01-14,2004-12-31
710325-99999,NOOTKA LIGHTSTATION,CA,,CWCV,+49.600,-126.620,+0016.0,1999-01-14,2011-12-09
710326-99999,ADDENBROKE ISLAND,CA,,CWCZ,+51.600,-127.870,+0021.0,1999-01-14,2001-12-13
710327-99999,EGG ISLAND,CA,,CWEM,+51.250,-127.830,+0014.0,1999-01-14,2001-12-14
710328-99999,CAPE SCOTT,CA,,CWES,+50.780,-128.430,+0072.0,1999-01-14,2001-12-14
710329-99999,IVORY ISLAND,CA,,CWJG,+52.270,-128.400,+0010.0,1999-01-14,2001-12-13
710330-99999,KEY LAKE SK,CA,,,+57.250,-105.600,+0513.9,2011-09-19,2025-06-03
710331-99999,CHROME ISLAND,CA,,,+49.467,-124.683,+0011.0,2011-06-22,2011-07-06
710333-99999,TORONTO WEATHER CEN,CA,,,+43.783,-079.467,+0187.0,1986-09-16,1988-01-31
710334-99999,SIKANNI CHIEF  B. C.,CA,,CWKS,+57.250,-122.720,+0937.0,1999-01-14,2003-05-15
710335-99999,GREEN ISLAND LIGHT STATION - HEL,CA,,CWNJ,+54.570,-130.700,+0012.0,1999-01-14,2001-12-13
710336-99999,TETSA RIVER,CA,,CWTH,+58.650,-124.230,+0804.0,1999-01-14,2003-05-15
710337-99999,TRIPLE IL LH,CA,,,+54.300,-130.883,+0021.0,1999-01-15,2001-12-13
710338-99999,BONILLA ISLAND,CA,,CWVB,+53.500,-130.630,+0016.0,1999-01-15,2001-12-13
710339-99999,MUNCHO LAKE,CA,,CWWQ,+58.920,-125.770,+0835.0,1999-01-14,2003-05-15
710340-99999,TRIAL ISLAND,CA,,,+48.400,-123.300,+0023.0,2004-07-09,2004-07-22
710344-99999,HOLBERG  B. C.,CA,,CWXH,+50.630,-128.120,+0568.0,1999-01-22,2001-11-20
710345-99999,BOAT BLUFF,CA,,CWZM,+52.650,-128.520,+0011.0,1999-01-14,2001-12-13
710347-99999,CALGARY SPRINGBANK,CA,,CYBW,+51.100,-114.367,+1200.0,1999-01-14,2003-10-21
710348-99999,CHETWYND,CA,,CYCQ,+55.687,-121.627,+0609.6,1999-01-14,2025-06-04
710349-99999,MAKKOVIK,CA,,CYFT,+55.083,-059.183,+0071.0,1999-01-14,2025-06-04
710350-99999,LINDEN AGCM,CA,,,+51.617,-113.650,+0914.0,2008-01-09,2024-12-11
710351-99999,LA MACAZA MONT TREMBLANT,CA,,CYFJ,+46.409,-074.780,+0252.1,1942-09-04,2004-11-24
710352-99999,ST-GEDEON,CA,,CWIU,+48.480,-071.780,+0103.0,2005-03-15,2006-12-22
710354-99999,GOLDEN,CA,,CYGE,+51.299,-116.982,+0784.9,1999-01-14,2025-06-04
710355-99999,FORT LIARD,CA,,CYJF,+60.233,-123.483,+0215.0,1999-01-14,2025-06-04
710356-99999,EKATI,CA,,CYOA,+64.700,-110.617,+0469.0,1999-01-14,2020-03-27
710358-99999,DELINE,CA,,CYWJ,+65.211,-123.436,+0218.0,1999-01-14,2025-06-04
710359-99999,LAC MEMPHREMAGOG,CA,,CWTT,+45.270,-072.170,+0209.0,2004-09-21,2025-06-04
710360-99999,DAUPHIN BARKER,CA,,CYDN,+51.101,-100.053,+0304.2,2003-06-17,2025-06-04
710361-99999,RUISSEAU CRANBERRY,CA,,,+45.117,-073.667,+0059.0,2004-09-21,2007-06-14
710362-99999,ROUGEMONT,CA,,,+45.400,-073.050,+0054.0,2005-04-28,2006-06-01
710363-99999,PIEDMONT,CA,,,+45.867,-074.083,+0175.0,2004-09-21,2006-07-18
710364-99999,L'ARTIFICE,CA,,,+45.067,-073.817,+0061.0,2004-09-23,2007-06-14
710365-99999,BEAUHARNOIS,CA,,,+45.317,-073.900,+0022.0,2004-09-21,2006-07-18
710366-99999,COVEY HILL,CA,,,+45.000,-073.883,+0262.0,2004-09-21,2007-06-14
710367-99999,GRANBY,CA,,CMGB,+45.367,-072.767,+0086.0,2004-09-21,2025-06-04
710369-99999,KELP REEFS,CA,,CWZO,+48.550,-123.233,+0000.0,2007-08-01,2018-09-19
710370-99999,POINT ATKINSON,CA,,CWSB,+49.330,-123.265,+0035.0,2003-06-17,2025-06-04
710371-99999,RUSSELTOWN,CA,,,+46.200,-072.450,+0055.0,2004-09-21,2007-06-14
710372-99999,SAINT-CELESTIN,CA,,,+46.200,-072.450,+0055.0,2004-09-21,2007-06-14
710373-99999,SAINT-CHRYSOSME,CA,,,+45.117,-073.767,+0055.0,2004-09-21,2006-07-02
710374-99999,SAINT-CONSTANT,CA,,,+45.317,-073.567,+0039.0,2004-09-21,2006-07-27
710375-99999,SAINT-MICHEL-DE-NAPIERVILLE,CA,,CMSX,+45.180,-073.620,+0059.0,2004-09-21,2006-08-12
710376-99999,FLIN FLON,CA,,CYFO,+54.678,-101.682,+0303.9,2005-01-01,2025-06-03
710377-99999,GILLAM,CA,,CWGX,+56.370,-094.700,+0145.0,2005-02-15,2021-03-25
710378-99999,SAINT-SABINE,CA,,,+45.217,-073.017,+0049.0,2004-10-05,2006-12-18
710380-99999,DOAKTOWN AUTO RCS,CA,,,+46.585,-066.010,+0041.0,2004-09-14,2025-06-04
710390-99999,CARMACKS CS,CA,,CXCK,+62.117,-136.200,+0543.0,2003-06-17,2025-06-04
710400-99999,LATERRIERE  QUE,CA,,CXLT,+48.300,-071.117,+0163.0,1993-04-08,2025-06-04
710410-99999,PORT HAWKESBURY,CA,,CYPD,+45.657,-061.368,+0114.9,2007-02-27,2025-06-04
710415-99999,LUNENBURG,CA,,CXLB,+44.370,-064.300,+0004.0,2005-02-17,2025-06-04
710416-99999,ST-HENRI,CA,,CWIA,+48.650,-071.850,+0103.0,2004-10-19,2009-10-21
710420-99999,DELTA BURNS BOG,CA,,CVBB,+49.133,-123.000,+0003.0,2001-09-16,2025-06-04
710430-99999,NORMAN WELLS,CA,,CYVQ,+65.281,-126.799,+0072.2,1945-01-01,2025-06-04
710435-99999,FORT GOOD HOPE,CA,,CYGH,+66.241,-128.651,+0081.7,1934-01-01,2025-06-04
710440-99999,OLD CROW  YT,CA,,CZOC,+67.567,-139.833,+0251.0,1996-05-01,2021-12-12
710445-99999,THUNDER BAY,CA,ON,CZTB,+48.367,-089.333,+0198.0,2004-08-31,2004-12-31
710450-99999,TESLIN (AUT)  YT,CA,,CWZW,+60.167,-132.733,+0705.0,1943-09-01,2025-06-04
710455-99999,TESLIN,CA,,CYZW,+60.173,-132.743,+0705.0,1977-07-01,2025-06-04
710460-99999,KOMAKUK BEACH,CA,,CWKM,+69.620,-140.200,+0013.0,1998-12-24,2025-03-12
710470-99999,MANNWILLE AGCM,CA,,,+53.450,-111.250,+0656.0,2008-04-01,2024-12-11
710480-99999,ACADIA VALLEY,CA,,CPAC,+51.050,-110.317,+0735.0,1995-04-23,2024-12-11
710481-99999,VIRGINIA FALLS,CA,,CWFV,+61.630,-125.800,+0610.0,2005-01-01,2006-11-22
710490-99999,WAGER BAY (AUT)  MAN,CA,,CXWB,+65.867,-089.433,+0018.0,1994-01-01,2025-06-04
710500-99999,PUNTZI MOUNTAIN (AUT)  BC,CA,,CWPU,+52.100,-124.133,+0910.0,1977-07-01,2025-06-04
710501-99999,KLEENA KLEENE,CA,,,+51.983,-124.983,+0899.0,1957-01-06,1959-03-31
710505-99999,PUNTZI MTN AUT,CA,,,+52.117,-124.083,-0999.0,1977-07-01,1983-03-22
710510-99999,MANYBERRIES AGCM,CA,,,+49.367,-110.683,+0927.0,1955-11-02,2024-07-15
710513-27201,SACHS HARBOUR,CA,NT,CYSY,+71.950,-124.733,,1993-01-01,2025-05-22
710513-99999,SACHS HARBOUR,CA,,CYSY,+72.000,-125.267,+0085.6,1987-03-05,2004-12-31
710514-99999,MARATHON,CA,,CYSP,+48.755,-086.344,+0315.5,2007-10-25,2025-06-04
710520-99999,STORM HILLS,CA,,CWVH,+68.900,-133.930,+0261.0,2003-09-21,2025-01-24
710530-99999,CLINTON POINT,CA,,CWXK,+69.583,-120.800,+0101.0,1977-07-01,1993-08-12
710531-99999,,,,,,,,1957-07-01,1963-07-31
710533-99999,CAPE BATHURST,CA,,,+00.000,+000.000,-0999.0,1987-04-10,1987-04-30
710534-99999,CLINTON POINT,CA,,YUH,+69.583,-120.750,+0098.0,1979-01-31,1979-01-31
710550-99999,COLVILLE LAKE  NWT,CA,,CWFX,+67.021,-126.123,+0259.0,1993-07-01,2025-06-04
710560-99999,FORT CHIPEWYAN RCS,CA,,CPCH,+58.767,-111.117,+0238.0,1993-07-01,2025-06-04
710561-99999,CLUT LAKE(AUT),CA,,CWCX,+65.600,-117.767,+0185.0,1957-10-03,2005-05-05
710563-99999,DAWSON CREEK,CA,,,+55.733,-120.183,+0671.0,1943-05-01,2025-06-04
710564-99999,DEASE LAKE,CA,,,+58.417,-130.033,+0813.0,2004-09-01,2008-12-31
710565-99999,PRIMROSE LAKE DND,CA,,CWIQ,+54.750,-110.050,+0702.0,2007-06-28,2013-10-17
710570-99999,MOSSLEIGH AGCM,CA,,,+50.667,-113.333,+0965.0,2008-07-21,2024-12-11
710580-99999,KEATS POINT NWT,CA,,CWKP,+69.667,-121.667,+0330.0,2004-09-23,2022-12-17
710590-99999,CROKER RIVER,CA,,CWXR,+69.270,-119.220,+0069.0,1998-12-24,2022-09-26
710600-99999,NORDEGG CS  ALTA,CA,,CXND,+52.467,-116.067,+1362.0,1984-01-01,2025-06-04
710603-99999,CAMSELL RIVER(MARS),CA,,WOA,+65.617,-118.117,+0230.0,1983-11-03,1984-01-18
710610-99999,BARRHEAD CS,CA,,CXBD,+54.100,-114.450,+0648.0,1977-07-08,2025-06-04
710613-99999,PORT RADIUM,CA,,,+66.100,-117.933,+0213.0,1938-09-05,1948-01-01
710614-99999,INDIN RIVER (MAPS),CA,,,+64.383,-115.017,+0478.0,1991-04-18,1993-06-15
710620-99999,VIOLET GROVE CS  ALTA,CA,,CXVG,+53.150,-115.117,+0903.0,1977-07-01,2021-10-18
710621-99999,,,,,,,,1959-01-05,1962-08-31
710622-99999,BERNARD HARBOUR,CA,,CPIN,+68.755,-114.940,+0062.0,2021-07-19,2024-08-05
710624-99999,CONTWOYTO,CA,,,+65.483,-110.367,+0451.0,1979-01-31,1979-01-31
710630-99999,OTTAWA CDA RCS  ONT,CA,,,+45.383,-075.717,+0079.0,1977-07-01,2025-06-04
710633-99999,FORT RESOLUTION,CA,,CYFR,+61.181,-113.690,+0160.3,1934-01-01,2025-06-04
710635-99999,BOW DRILL II,CA,,WDE,+47.100,-048.200,-0999.0,1985-01-30,1986-07-18
710636-99999,BOW DRILL I,CA,,,+46.500,-048.400,+0037.0,1985-01-30,1986-02-20
710637-99999,BOGUS CANADIAN,CA,,VERR,+00.000,+000.000,-0999.0,1985-02-08,1986-10-09
710638-99999,BOGUS CANADIAN,CA,,VSBC,+00.000,+000.000,-0999.0,1985-01-30,1985-07-31
710639-99999,DEVILS HEAD (AUTO),CA,,,+00.000,+000.000,-0999.0,1985-02-08,1985-09-09
710640-99999,CAPE PEEL WEST,CA,,CWPX,+69.030,-107.820,+0165.0,1998-12-24,2023-01-03
710650-99999,MYRNAM AGCM,CA,,,+53.717,-111.117,+0580.0,2008-04-01,2022-10-27
710660-99999,HIGH LEVEL,CA,,CYOJ,+58.621,-117.165,+0338.3,1977-07-01,2025-06-04
710670-99999,NEW SERPTA AGCM,CA,,,+53.267,-113.167,+0765.0,2008-04-01,2024-12-11
710680-99999,PEACE RIVER,CA,,CYPE,+56.227,-117.447,+0570.9,1959-01-09,2025-06-04
710685-99999,HIGH PRAIRIE ARPT,CA,,ZHP,+55.417,-116.500,+0000.0,1983-07-23,1989-07-21
710690-99999,SLAVE LAKE,CA,,CYZH,+55.293,-114.777,+0583.4,1955-07-02,2025-06-04
710691-99999,WAGNER,CA,,,+55.350,-114.983,+0584.0,1943-05-21,1946-01-16
710700-99999,PAKOWKI LAKE AGCM,CA,,,+49.217,-111.133,+0915.0,2008-04-01,2024-05-28
710702-99999,JOHNSON POINT,CA,,CYUN,+72.767,-118.500,+0009.0,1978-04-22,1979-10-25
710710-99999,JENNY LIND ISL ARPT,CA,,CYUQ,+68.650,-101.733,+0018.0,1977-07-01,2005-10-01
710713-99999,ROCK RIVER (MAPS),CA,,,+66.783,-136.333,+0610.0,1989-10-23,1991-06-11
710720-99999,THUNDER BAY,CA,,,+48.367,-089.317,+0199.0,1948-05-13,2025-06-04
710721-99999,MOULD BAY AIRPORT,CA,,CYMD,+76.233,-119.317,+0012.0,2005-06-09,2006-01-09
710725-99999,MOULD BAY CAMP,CA,,,+76.233,-119.317,+0012.0,1994-03-18,1997-03-10
710730-99999,QUEENSTOWN,CA,,CPQU,+50.600,-112.800,+0941.0,1955-07-02,2023-10-18
710731-99999,CLUFF LAKE AUTO,CA,,CXXX,+58.383,-109.517,+0339.0,2005-01-01,2005-07-18
710733-99999,FORT RELIANCE NWT,CA,,,+62.717,-109.183,+0168.0,1991-02-04,1993-06-15
710734-99999,RANKIN INLET AUT,CA,,YRT,+62.817,-093.167,+0032.0,1978-11-08,1981-01-31
710735-99999,WHALE COVE AIRPORT,CA,,CYXN,+62.233,-092.600,+0020.0,1978-12-05,2025-06-04
710736-99999,FORT RELIANCE     &,CA,,,+62.717,-109.167,+0160.0,1979-01-31,1979-01-31
710740-99999,ISACHSEN (AUT)  NU,CA,,CWIC,+78.783,-102.467,+0048.0,1948-05-03,2025-01-03
710750-99999,COLLINS BAY  SASK,CA,,CWWC,+58.183,-103.700,+0492.0,1977-07-01,2025-06-03
710751-99999,EMBARRAS,CA,,,+58.200,-111.383,+0236.0,1955-07-02,1962-09-21
710754-99999,COLLINS BAY (AUTO8),CA,,,+58.183,-103.683,+0490.0,1979-01-31,1979-01-31
710760-99999,URANIUM CITY (AUT),CA,,CWDC,+59.567,-108.483,+0318.0,1962-05-01,2025-06-04
710763-99999,URANIUM CITY(MARS),CA,,,+59.567,-108.483,+0318.0,1988-03-03,1991-01-24
710764-99999,BEARTOOTH ISL(MAPS),CA,,,+59.217,-109.700,+0238.0,1990-09-07,1993-06-15
710770-99999,BUFFALO NARROWS (AUT)   SASK,CA,,CWVT,+55.833,-108.433,+0440.0,1977-07-01,2025-06-04
710774-99999,BUFFALO NARROWS,CA,,CYVT,+55.842,-108.418,+0440.1,1979-01-31,2025-06-04
710780-99999,LYNN LAKE,CA,,CYYL,+56.864,-101.076,+0356.6,1977-07-01,2025-05-28
710790-99999,THOMPSON,CA,,CYTH,+55.801,-097.864,+0222.2,1967-11-08,2025-06-04
710800-99999,MACKAR INLET,CA,,CWUU,+68.300,-085.667,+0395.0,1957-11-01,1997-01-15
710804-99999,MACKAR INLET,CA,,YUU,+68.300,-085.683,+0399.0,1979-01-31,1979-10-27
710810-99999,HALL BEACH / SANIRAJAK,CA,,CYUX,+68.776,-081.244,+0008.2,1957-08-01,2025-06-04
710814-99999,IGLOOLIK AIRPORT,CA,,CYGT,+69.367,-081.817,+0051.0,1979-12-19,2025-06-04
710820-99999,ALERT UA,CA,,CWLT,+82.500,-062.333,+0031.0,1950-06-01,1997-12-31
710823-99999,ALERT,CA,,CYLT,+82.518,-062.281,+0030.5,1987-03-05,2025-06-04
710824-99999,ALERT (READAC),CA,,ZLR,+82.500,-062.350,+0066.0,1988-05-13,1992-12-10
710830-99999,RANKIN INLET,CA,,CYRT,+62.811,-092.116,+0028.7,1981-02-06,2025-06-04
710840-99999,HAT ISLAND,CA,,CWIL,+68.320,-100.080,+0036.0,1998-12-24,2023-09-05
710850-99999,PINCHER CREEK,CA,,CZPC,+49.517,-114.000,+1190.0,1993-07-01,2025-06-04
710851-99999,ELLICE RIVER AUTOMATED REPORTING,CA,,CWEV,+67.700,-104.470,+0042.0,2005-09-27,2005-09-27
710860-99999,FT. PROVIDENCE NWT,CA,,,+61.667,-117.250,+0159.0,2004-11-01,2005-06-19
710870-99999,FORT PROVIDENCE  NWT,CA,,CWID,+61.317,-117.600,+0162.0,1993-06-15,2025-06-04
710871-99999,BIRD,CA,,,+56.500,-094.200,+0087.0,1957-10-01,1963-07-31
710880-99999,ROWLEY ISLAND,CA,,CWRX,+69.070,-079.070,+0041.0,1998-12-24,2023-09-05
710881-99999,AXEL HEIBERG ISLAND,CA,,,+78.200,-089.717,+0061.0,1961-08-20,1961-11-30
710890-99999,RIBSTONE SOUTH AGCM,CA,,,+52.583,-110.350,+0644.0,2008-04-01,2024-05-14
710900-99999,CLYDE RIVER,CA,,CYCY,+70.486,-068.517,+0026.5,1977-07-01,2025-06-04
710901-99999,,,,,,,,1942-11-16,1963-07-31
710903-99999,CYLDE AIRPORT     &,CA,,,+70.500,-068.500,+0026.0,1988-02-01,1991-01-22
710910-99999,LONGSTAFF BLUFF,CA,,CWLX,+68.880,-075.130,+0162.0,1957-12-02,2023-09-05
710914-99999,LONGSTAFF BLF ARPT,CA,,CYUV,+68.933,-075.283,+0014.0,1979-01-31,1991-06-30
710920-99999,DEWAR LAKES,CA,,CWUW,+68.650,-071.170,+0518.0,1977-07-01,2023-09-05
710921-99999,,,,,,,,1958-02-02,1963-07-31
710924-99999,DEWAR LAKES,CA,,YUW,+68.650,-071.233,+0515.0,1979-01-31,1982-09-19
710930-99999,CAPE HOOPER,CA,,CWUP,+68.467,-066.783,+0390.0,1957-08-01,2022-03-29
710933-99999,PANGIRTUNG (AUTOB),CA,,,+66.150,-065.733,+0023.0,1990-10-18,1993-07-01
710934-99999,PANGNIRTUNG,CA,,CYXP,+66.145,-065.714,+0022.9,1934-01-01,2025-06-04
710935-99999,CAPE HOOPER       &,CA,,YUZ,+68.433,-066.783,+0396.0,1979-01-31,1979-08-21
710940-99999,CAPE DYER,CA,,CWFD,+66.650,-061.383,+0725.0,1955-12-08,2023-04-09
710944-99999,REPULSE BAY,CA,,CYUT,+66.521,-086.225,+0024.4,1978-12-05,2025-06-04
710950-99999,POND INLET,CA,,CYIO,+72.683,-077.967,+0055.2,1934-01-01,2025-06-04
710951-99999,ROWLEY ISLAND,CA,,,+69.083,-079.033,+0059.0,1959-02-07,1963-07-31
710960-99999,BROUGHTON ISLAND,CA,,CWVD,+67.530,-063.780,+0584.0,1960-04-02,2023-09-05
710964-99999,QIKIQTARJUAQ,CA,,CYVM,+67.546,-064.031,+0006.4,1979-01-31,2025-06-04
710970-99999,BREVOORT ISLAND,CA,,CWOB,+63.330,-064.150,+0367.0,1960-04-28,2023-09-05
710980-99999,SANDY LAKE,CA,,CZSJ,+53.067,-093.350,+0290.0,1977-07-01,2025-06-04
710981-99999,,,,,,,,1955-07-02,1963-07-31
710983-99999,KILLINEK (MAPS),CA,,,+60.417,-064.850,+0031.0,1990-07-24,2005-12-20
710990-99999,FORT SEVERN,CA,,CYER,+56.017,-087.683,+0016.0,2006-10-30,2025-06-04
711000-99999,TRIPLE ISLAND LIGHT,CA,,CWTI,+54.300,-130.883,+0021.0,1977-07-01,2004-12-12
711010-99999,SANDSPIT AWOS  BC,CA,,CVZP,+53.250,-131.800,+0006.0,1948-01-01,2025-06-04
711014-99999,ROSE SPIT (AUT),CA,,WRO,+54.200,-131.650,+0000.0,1984-09-14,1984-09-21
711015-99999,SANDSPIT 'A' (AUTO),CA,,CZZP,+53.250,-131.833,+0006.0,1994-10-07,1995-06-02
711020-99999,RIVERCOURSE AGCM,CA,,,+53.017,-110.100,+0669.0,1977-07-01,2024-05-15
711024-99999,ETHELDA BAY,CA,,YTC,+53.050,-129.683,+0006.0,1979-01-31,1979-06-15
711030-99999,QUESNEL,CA,,CYQZ,+53.026,-122.510,+0545.3,1955-07-02,2025-06-04
711033-99999,QUESNEL AUT,CA,,CWQZ,+53.030,-122.520,+0545.0,1989-06-16,1994-09-20
711034-99999,BOWRON LAKE LODGE,CA,,,+53.250,-121.417,+0914.0,1991-01-08,1991-02-07
711040-99999,WILLIAMS LAKE,CA,,CYWL,+52.183,-122.054,+0940.3,1944-07-01,2025-06-04
711046-99999,HORSEFLY RIVER (AUT),CA,,CWFR,+52.000,-121.000,+0846.0,1993-07-01,2001-10-02
711050-99999,ROLLING HILLS AGCM,CA,,CPRH,+50.250,-111.700,+0645.0,1983-03-01,2024-12-11
711051-99999,,,,,,,,1955-07-02,1963-07-31
711054-99999,SPRING ISLAND,CA,,,+50.000,-127.417,+0009.0,1977-07-01,1986-08-09
711055-99999,PINE ISLAND (MAPS),CA,,WPI,+50.333,-127.967,+0004.0,1980-09-05,1983-03-22
711060-94234,TOFINO AIRPORT,CA,BC,CYAZ,+49.083,-125.767,+0024.0,1958-12-02,2025-06-04
711060-99999,TOFINO / LONG BEACH,CA,,CYAZ,+49.082,-125.773,+0024.4,2000-01-01,2004-12-31
711064-99999,QUATSINO LIGHTSTATION,CA,,CWIF,+50.430,-128.030,+0021.0,1999-01-04,2001-12-14
711070-25342,CAPE ST JAMES CS,CA,BC,CWZV,+51.933,-131.000,+0092.0,1977-07-01,1993-01-14
711070-99999,CAPE ST JAMES CS  BC,CA,,CWZV,+51.933,-131.000,+0092.0,2001-07-05,2025-06-04
711071-99999,,,,,,,,1955-07-03,1963-07-31
